filepath,label,chain,store_id,brand,width,height,aspect_ratio,megapixels,brightness,contrast,edge_density
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_581.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT303,CHOCOLATES,960,720,1.3333333333333333,0.6912,0.42525529861450195,0.2606959342956543,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_582.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT303,H&S,960,720,1.3333333333333333,0.6912,0.5064080357551575,0.2221919596195221,0.24999855324074075
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_583.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT174,GILLETTE - ORAL B,720,1280,0.5625,0.9216,0.458016961812973,0.22975075244903564,0.2499826388888889
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_584.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT174,CHOCOLATES,720,1280,0.5625,0.9216,0.4188082814216614,0.25462454557418823,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_585.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT174,PODEROX,720,1280,0.5625,0.9216,0.4330613315105438,0.24101082980632782,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_586.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT174,H&S-PANTENE,720,1280,0.5625,0.9216,0.4640205502510071,0.2301064431667328,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_587.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT174,GILLETTE,720,1280,0.5625,0.9216,0.5012068152427673,0.22987523674964905,0.24999891493055557
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_588.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT175,GILLETTE - ORAL B,960,720,1.3333333333333333,0.6912,0.42822879552841187,0.2960938811302185,0.2499971064814815
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_589.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT175,CHOCOLATES,960,720,1.3333333333333333,0.6912,0.42793330550193787,0.23043036460876465,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_590.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT175,PANTENE - H&S,960,720,1.3333333333333333,0.6912,0.5145706534385681,0.21441583335399628,0.24999855324074075
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_591.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT173,GILLETTE - ORAL B,960,720,1.3333333333333333,0.6912,0.4846271574497223,0.21948395669460297,0.24999855324074075
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_592.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT173,CHOCOLATES,960,720,1.3333333333333333,0.6912,0.4335392117500305,0.26068609952926636,0.2499971064814815
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_593.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT173,GIRASOLI,960,720,1.3333333333333333,0.6912,0.5455935597419739,0.21146497130393982,0.2499971064814815
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_594.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT173,PANTENE,960,720,1.3333333333333333,0.6912,0.35165655612945557,0.2625972628593445,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_595.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT35,GILLETTE - ORAL B,960,720,1.3333333333333333,0.6912,0.44959568977355957,0.29311439394950867,0.2499971064814815
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_596.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT35,CHOCOLATES,960,720,1.3333333333333333,0.6912,0.4110310971736908,0.2699284553527832,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_597.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT35,ALESOL - NATURELLA,960,720,1.3333333333333333,0.6912,0.5144586563110352,0.22895942628383636,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_598.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT35,PANTENE,960,720,1.3333333333333333,0.6912,0.5364230871200562,0.19683507084846497,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_599.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT172,GILLETTE - ORAL B,1280,720,1.7777777777777777,0.9216,0.4535602927207947,0.24567748606204987,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_600.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT172,CHOCOLATES,1280,720,1.7777777777777777,0.9216,0.43634000420570374,0.23935584723949432,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_601.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT172,PANTENE,1280,720,1.7777777777777777,0.9216,0.44673988223075867,0.2159235030412674,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_602.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT172,GILLETTE-OLD SPICE,1280,720,1.7777777777777777,0.9216,0.5118888020515442,0.20747648179531097,0.24997612847222223
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_603.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT172,ORAL B,1280,720,1.7777777777777777,0.9216,0.5012142062187195,0.18592508137226105,0.24999674479166667
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_604.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT450,GILLETTE,960,720,1.3333333333333333,0.6912,0.4969400465488434,0.21992753446102142,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_605.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT450,CHOCOLATES,960,720,1.3333333333333333,0.6912,0.4427802562713623,0.24559099972248077,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_606.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT450,ALESOL-NATURELLA-LA REINA,960,720,1.3333333333333333,0.6912,0.5020760297775269,0.21568360924720764,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_607.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT450,PANTENE,960,720,1.3333333333333333,0.6912,0.4856414198875427,0.212192565202713,0.24999855324074075
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_608.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT450,H&S,960,720,1.3333333333333333,0.6912,0.5101229548454285,0.20050889253616333,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_609.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT450,ORAL B,960,720,1.3333333333333333,0.6912,0.5006199479103088,0.23533739149570465,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_610.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT2378,GILLETTE,1280,720,1.7777777777777777,0.9216,0.4863522946834564,0.28922897577285767,0.2499978298611111
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_611.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT2378,CHOCOLATES,1280,720,1.7777777777777777,0.9216,0.45952391624450684,0.2688176929950714,0.24999891493055557
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_612.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT2378,PODEROX,720,1280,0.5625,0.9216,0.502465009689331,0.24608707427978516,0.2499978298611111
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_613.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT2378,PANTENE,1280,720,1.7777777777777777,0.9216,0.5870591402053833,0.23165568709373474,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_614.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT2394,GILLETTE - ORAL B,1080,720,1.5,0.7776,0.44409042596817017,0.26789724826812744,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_615.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT2394,CHOCOLATES,1080,720,1.5,0.7776,0.4301726520061493,0.2792586088180542,0.24999871399176954
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_616.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT2394,H&S,1080,720,1.5,0.7776,0.45828020572662354,0.233184352517128,0.24999871399176954
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_617.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT2394,ORAL B,1080,720,1.5,0.7776,0.5484697818756104,0.29293638467788696,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\GANCHERA\img_618.jpg,GANCHERA,MEGA SANTAMARIA S.A.,UTT3,GILLETTE,640,480,1.3333333333333333,0.3072,0.45891398191452026,0.2552807033061981,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_619.jpg,CHECK_OUT,MEGA SANTAMARIA S.A.,UTT3,GILLETTE ,640,480,1.3333333333333333,0.3072,0.5086338520050049,0.21562764048576355,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\ISLA\img_620.jpg,ISLA,MEGA SANTAMARIA S.A.,UTT3,H&S,1280,720,1.7777777777777777,0.9216,0.5464903116226196,0.21238689124584198,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_621.jpg,CHECK_OUT,MEGA SANTAMARIA S.A.,UTT3,CHOCOLATES,1280,720,1.7777777777777777,0.9216,0.49924230575561523,0.22336657345294952,0.24999457465277777
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_622.jpg,CABECERA,MEGA SANTAMARIA S.A.,UTT3,PANTENE,1280,720,1.7777777777777777,0.9216,0.6352655291557312,0.2090286910533905,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\ISLA\img_623.jpg,ISLA,MEGA SANTAMARIA S.A.,UTT4,H&S,1280,720,1.7777777777777777,0.9216,0.5004270672798157,0.20269812643527985,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_624.jpg,CHECK_OUT,MEGA SANTAMARIA S.A.,UTT4,CHOCOLATES,1280,720,1.7777777777777777,0.9216,0.4621667265892029,0.22450116276741028,0.24999674479166667
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\GANCHERA\img_625.jpg,GANCHERA,MEGA SANTAMARIA S.A.,UTT4,GILLETTE,1280,720,1.7777777777777777,0.9216,0.4685336649417877,0.26069405674934387,0.24999674479166667
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\GANCHERA\img_626.jpg,GANCHERA,MEGA SANTAMARIA S.A.,UTT4,GILLETTE,1280,720,1.7777777777777777,0.9216,0.4908721148967743,0.24813833832740784,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_627.jpg,CHECK_OUT,MEGA SANTAMARIA S.A.,UTT4,GILLETTE ,1280,720,1.7777777777777777,0.9216,0.505675196647644,0.20334091782569885,0.24999891493055557
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_628.jpg,CABECERA,MEGA SANTAMARIA S.A.,UTT4,PANTENE,1280,720,1.7777777777777777,0.9216,0.39787670969963074,0.2574372887611389,0.24997612847222223
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\ISLA\img_629.jpg,ISLA,MEGA SANTAMARIA S.A.,UTT2,H&S,1280,720,1.7777777777777777,0.9216,0.497315913438797,0.20485500991344452,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\GANCHERA\img_630.jpg,GANCHERA,MEGA SANTAMARIA S.A.,UTT2,GILLETTE,1280,720,1.7777777777777777,0.9216,0.44180721044540405,0.2766214609146118,0.24999891493055557
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_631.jpg,CHECK_OUT,MEGA SANTAMARIA S.A.,UTT2,GILLETTE ,1280,720,1.7777777777777777,0.9216,0.4881611466407776,0.24340972304344177,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_632.jpg,CHECK_OUT,MEGA SANTAMARIA S.A.,UTT2,CHOCOLATES,1280,720,1.7777777777777777,0.9216,0.45574089884757996,0.2419101446866989,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_633.jpg,CABECERA,MEGA SANTAMARIA S.A.,UTT2,ORAL B,1280,720,1.7777777777777777,0.9216,0.46360859274864197,0.22977085411548615,0.24999891493055557
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_634.jpg,CABECERA,MEGA SANTAMARIA S.A.,UTT2,PANTENE,1280,720,1.7777777777777777,0.9216,0.478981077671051,0.21793648600578308,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_635.jpg,CHECK_OUT,MEGA SANTAMARIA S.A.,UTT6,CHOCOLATES,1280,720,1.7777777777777777,0.9216,0.43031930923461914,0.22203582525253296,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_636.jpg,CHECK_OUT,MEGA SANTAMARIA S.A.,UTT6,GILLETTE ,1280,720,1.7777777777777777,0.9216,0.4910944700241089,0.24233169853687286,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\GANCHERA\img_637.jpg,GANCHERA,MEGA SANTAMARIA S.A.,UTT6,GILLETTE,1280,720,1.7777777777777777,0.9216,0.47833672165870667,0.24921195209026337,0.24999891493055557
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\GANCHERA\img_638.jpg,GANCHERA,MEGA SANTAMARIA S.A.,UTT6,GILLETTE,1280,720,1.7777777777777777,0.9216,0.4755575656890869,0.24816586077213287,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_639.jpg,CABECERA,MEGA SANTAMARIA S.A.,UTT6,H&S-PANTENE,1280,720,1.7777777777777777,0.9216,0.5116356611251831,0.19922935962677002,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\GANCHERA\img_640.jpg,GANCHERA,MEGA SANTAMARIA S.A.,UTT129,GILLETTE,1280,720,1.7777777777777777,0.9216,0.45784419775009155,0.2661496698856354,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_641.jpg,CHECK_OUT,MEGA SANTAMARIA S.A.,UTT129,GILLETTE ,1280,720,1.7777777777777777,0.9216,0.5119693279266357,0.19340409338474274,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_642.jpg,CHECK_OUT,MEGA SANTAMARIA S.A.,UTT129,CHOCOLATES,1280,720,1.7777777777777777,0.9216,0.46210142970085144,0.24490909278392792,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_643.jpg,CABECERA,MEGA SANTAMARIA S.A.,UTT129,H&S-PANTENE,1280,720,1.7777777777777777,0.9216,0.5115627646446228,0.2130419909954071,0.2499978298611111
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\GANCHERA\img_644.jpg,GANCHERA,MEGA SANTAMARIA S.A.,UTT131,GILLETTE,1280,720,1.7777777777777777,0.9216,0.40981024503707886,0.276269793510437,0.249990234375
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_645.jpg,CHECK_OUT,MEGA SANTAMARIA S.A.,UTT131,GILLETTE ,1280,720,1.7777777777777777,0.9216,0.4774237275123596,0.24024155735969543,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_646.jpg,CHECK_OUT,MEGA SANTAMARIA S.A.,UTT131,CHOCOLATES,1280,720,1.7777777777777777,0.9216,0.4883749783039093,0.24181979894638062,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_647.jpg,CABECERA,MEGA SANTAMARIA S.A.,UTT131,H&S-PANTENE,1280,720,1.7777777777777777,0.9216,0.5126545429229736,0.22350020706653595,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_648.jpg,CABECERA,MEGA SANTAMARIA S.A.,UTT131,GILLETTE-ORAL B,1280,720,1.7777777777777777,0.9216,0.47666090726852417,0.25671467185020447,0.24999565972222224
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\GANCHERA\img_649.jpg,GANCHERA,MEGA SANTAMARIA S.A.,UTT277,GILLETTE,1280,720,1.7777777777777777,0.9216,0.4805510342121124,0.25851157307624817,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_650.jpg,CHECK_OUT,MEGA SANTAMARIA S.A.,UTT277,GILLETTE ,1280,720,1.7777777777777777,0.9216,0.4907509684562683,0.27104631066322327,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_651.jpg,CHECK_OUT,MEGA SANTAMARIA S.A.,UTT277,CHOCOLATES,1280,720,1.7777777777777777,0.9216,0.46146252751350403,0.2585899233818054,0.24999457465277777
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\ISLA\img_652.jpg,ISLA,MEGA SANTAMARIA S.A.,UTT1,H&S,4080,3060,1.3333333333333333,12.4848,0.5352472066879272,0.2196594625711441,0.24999967961040626
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_653.jpg,CHECK_OUT,MEGA SANTAMARIA S.A.,UTT1,CHOCOLATES,4080,3060,1.3333333333333333,12.4848,0.45304039120674133,0.25813987851142883,0.24999727668845315
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_654.jpg,CHECK_OUT,MEGA SANTAMARIA S.A.,UTT1,GILLETTE ,4080,3060,1.3333333333333333,12.4848,0.5101550817489624,0.2534863352775574,0.2499826188645393
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_655.jpg,CABECERA,MEGA SANTAMARIA S.A.,UTT1,PANTENE - H&S - HERBAL,4080,3060,1.3333333333333333,12.4848,0.5153768062591553,0.22126390039920807,0.24999599513007817
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_656.jpg,CHECK_OUT,MEGA SANTAMARIA S.A.,UTT1488,GILLETTE ,1280,720,1.7777777777777777,0.9216,0.4711301922798157,0.28901413083076477,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\GANCHERA\img_657.jpg,GANCHERA,MEGA SANTAMARIA S.A.,UTT469,GILLETTE,1280,720,1.7777777777777777,0.9216,0.4092353880405426,0.27851399779319763,0.2499978298611111
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_658.jpg,CHECK_OUT,MEGA SANTAMARIA S.A.,UTT469,GILLETTE ,1280,720,1.7777777777777777,0.9216,0.47249582409858704,0.25206804275512695,0.24999891493055557
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_659.jpg,CHECK_OUT,MEGA SANTAMARIA S.A.,UTT469,CHOCOLATES,1280,720,1.7777777777777777,0.9216,0.462906152009964,0.24703098833560944,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_660.jpg,CABECERA,MEGA SANTAMARIA S.A.,UTT469,H&S-PANTENE,1280,720,1.7777777777777777,0.9216,0.5006119012832642,0.2187201976776123,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\GANCHERA\img_661.jpg,GANCHERA,MEGA SANTAMARIA S.A.,UTT126,GILLETTE,1280,720,1.7777777777777777,0.9216,0.5048132538795471,0.2447442263364792,0.24999348958333334
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_662.jpg,CHECK_OUT,MEGA SANTAMARIA S.A.,UTT126,GILLETTE ,1280,720,1.7777777777777777,0.9216,0.5399408340454102,0.21501976251602173,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_663.jpg,CHECK_OUT,MEGA SANTAMARIA S.A.,UTT126,CHOCOLATES,1280,720,1.7777777777777777,0.9216,0.5271093845367432,0.22498847544193268,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_664.jpg,CABECERA,MEGA SANTAMARIA S.A.,UTT126,H&S-PANTENE,1280,720,1.7777777777777777,0.9216,0.6103190183639526,0.2172115445137024,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\GANCHERA\img_665.jpg,GANCHERA,MEGA SANTAMARIA S.A.,UTT271,GILLETTE,960,720,1.3333333333333333,0.6912,0.4707900285720825,0.22815296053886414,0.2499971064814815
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_666.jpg,CHECK_OUT,MEGA SANTAMARIA S.A.,UTT271,GILLETTE ,960,720,1.3333333333333333,0.6912,0.5216277241706848,0.23796074092388153,0.24999421296296295
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_667.jpg,CHECK_OUT,MEGA SANTAMARIA S.A.,UTT271,CHOCOLATES,960,720,1.3333333333333333,0.6912,0.46431753039360046,0.23000399768352509,0.24999855324074075
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_668.jpg,CHECK_OUT,MEGA SANTAMARIA S.A.,UTT5,CHOCOLATES,1280,720,1.7777777777777777,0.9216,0.4259738624095917,0.24045343697071075,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\GANCHERA\img_669.jpg,GANCHERA,MEGA SANTAMARIA S.A.,UTT5,GILLETTE,1280,720,1.7777777777777777,0.9216,0.4107002913951874,0.3199187219142914,0.24999457465277777
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_670.jpg,CHECK_OUT,MEGA SANTAMARIA S.A.,UTT5,GILLETTE ,1280,720,1.7777777777777777,0.9216,0.48022976517677307,0.23308266699314117,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_671.jpg,CABECERA,MEGA SANTAMARIA S.A.,UTT5,H&S-PANTENE,1280,720,1.7777777777777777,0.9216,0.4932422935962677,0.22603394091129303,0.24999891493055557
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\GANCHERA\img_672.jpg,GANCHERA,MEGA SANTAMARIA S.A.,UTT132,GILLETTE,1280,720,1.7777777777777777,0.9216,0.6391858458518982,0.2062688022851944,0.2499978298611111
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_673.jpg,CHECK_OUT,MEGA SANTAMARIA S.A.,UTT132,GILLETTE ,1280,720,1.7777777777777777,0.9216,0.5502179861068726,0.21467114984989166,0.24999348958333334
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_674.jpg,CHECK_OUT,MEGA SANTAMARIA S.A.,UTT132,CHOCOLATES,1280,720,1.7777777777777777,0.9216,0.5583470463752747,0.2158985584974289,0.2499978298611111
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_675.jpg,CABECERA,MEGA SANTAMARIA S.A.,UTT132,GILLETTE-ORAL B,1280,720,1.7777777777777777,0.9216,0.5805395245552063,0.2144635021686554,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_676.jpg,CABECERA,MEGA SANTAMARIA S.A.,UTT132,PANTENE - H&S - HERBAL,1280,720,1.7777777777777777,0.9216,0.5820634365081787,0.18090642988681793,0.25
