filepath,ahash
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_893.jpg,10342406049805602719
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_894.jpg,10308483390957129679
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_895.jpg,13889381353553776591
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_896.jpg,16041873803020163
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_897.jpg,13968998360670060736
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_898.jpg,14402433511879377287
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_899.jpg,10342269708207857439
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_900.jpg,14107455461854857153
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_901.jpg,14965300489766405007
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_902.jpg,14978725587860881536
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_903.jpg,2811305837946068991
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_904.jpg,526850244353261455
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_905.jpg,14960746336226492803
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_906.jpg,14974406095311832935
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_907.jpg,14694968161460144071
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_908.jpg,9783805876086345679
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_909.jpg,13962218515483115815
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_910.jpg,13961655690438632419
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_911.jpg,17280188081604919296
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_912.jpg,18439987440547561601
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_913.jpg,9259612767974313935
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_914.jpg,16276255896913305583
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_915.jpg,9331705544236466127
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_916.jpg,13889348369278615535
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_917.jpg,9765917050566933889
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_918.jpg,14955821870590431183
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_919.jpg,13891008675306776455
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_920.jpg,18446463698248724463
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_921.jpg,17280249930222600451
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_922.jpg,17284762321645764736
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_923.jpg,14974459843610443904
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_924.jpg,16422349394168381448
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_925.jpg,14974204606568759300
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_926.jpg,18439710911760441601
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_927.jpg,18446115446202646851
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_928.jpg,10344644984257257737
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_929.jpg,14956427844848025985
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_930.jpg,14249884842036436743
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_931.jpg,72611476257492815
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_932.jpg,14105768545827672007
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_933.jpg,16195209108121514995
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_934.jpg,7451136042611634416
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_935.jpg,16122815202025636097
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_936.jpg,9331987021361041295
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_937.jpg,14404745680178413696
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_939.jpg,1376695223541245827
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_940.jpg,13898381956816630007
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_941.jpg,16710579899221573776
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_942.jpg,14959762521332967399
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_943.jpg,14088363410423072705
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_944.jpg,9331900159944007567
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_945.jpg,13889348369284792319
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_946.jpg,126594435453744895
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_947.jpg,9768286429418455424
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_948.jpg,13943638955467532271
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_949.jpg,17436039180849893327
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_950.jpg,11664747174735875983
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_951.jpg,16267426084100826767
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_952.jpg,15114574583165943807
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_953.jpg,16427979018796581056
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_954.jpg,16204480190706073379
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_955.jpg,9259612767976935375
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_956.jpg,18429789061158926271
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_957.jpg,15557658265713174656
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_958.jpg,7487172536212357120
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_959.jpg,14106331642714972384
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_960.jpg,208278016982313927
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_961.jpg,14972147420307699864
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_962.jpg,14472814110166810575
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_963.jpg,9358757516001378169
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_964.jpg,10359122468370771951
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_965.jpg,16710483013829427328
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_966.jpg,14406962159756017795
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_967.jpg,9405423402999607271
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_968.jpg,4546102350515246983
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_969.jpg,9223305799072219136
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_970.jpg,36565117114116071
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_971.jpg,5138343020395020689
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_972.jpg,218356140555075583
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_973.jpg,13890086965145495535
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_974.jpg,16712840417766310016
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_975.jpg,16422358177380548800
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_976.jpg,14379869931271585920
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_977.jpg,14682792243772254063
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_978.jpg,685040552438132679
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_979.jpg,17289317598322802880
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_980.jpg,14407014940625895552
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_981.jpg,16140848024917147776
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_982.jpg,9331951836992122735
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_983.jpg,13961585196618207215
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_984.jpg,16422349393094566080
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_985.jpg,14111960991002587890
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_986.jpg,13971222403235176369
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_987.jpg,18446466450244796913
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_988.jpg,16710553369156019904
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_989.jpg,18446536544910279040
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_990.jpg,72058421956050831
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_991.jpg,16282702608462823616
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_992.jpg,13961690736834889607
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_993.jpg,11711191373793140487
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_994.jpg,16177142895127021567
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_995.jpg,18383412204069660663
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_996.jpg,17289252727134150784
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_997.jpg,13974642988121587392
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_998.jpg,9485007157579452295
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_999.jpg,14116532764656336896
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_1000.jpg,13961669846111866831
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_1001.jpg,18442186326364176384
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_1002.jpg,14395632528872566912
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_1003.jpg,16710579770320093184
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_1004.jpg,9216582418885299392
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_1005.jpg,17287014259437387968
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_1006.jpg,17289301105647337472
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_1007.jpg,14983421812549910656
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\LATERAL_DE_CABECERA\img_1008.jpg,16709462114594513024
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\RUMA\img_1009.jpg,11339880347305834551
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\RUMA\img_1010.jpg,9773868649935913927
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\RUMA\img_1011.jpg,18010159827479754807
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\RUMA\img_1012.jpg,9259648090323874023
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\RUMA\img_1013.jpg,15272499984387311495
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\RUMA\img_1014.jpg,17354833244774398666
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\RUMA\img_1015.jpg,14070178104191799247
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\RUMA\img_1016.jpg,16281059045680935297
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\RUMA\img_1017.jpg,18390168741574033215
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\RUMA\img_1018.jpg,12796293142768828667
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\RUMA\img_1019.jpg,4629947742375903079
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\RUMA\img_1020.jpg,16195156332100702159
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\RUMA\img_1021.jpg,11212258764452311943
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\RUMA\img_1022.jpg,16421217021747983056
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\RUMA\img_1023.jpg,14395689971398861281
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\RUMA\img_1024.jpg,16715093184756117744
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\RUMA\img_1025.jpg,18446595057151643393
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\RUMA\img_1026.jpg,13961705168730913007
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\RUMA\img_1027.jpg,17927117055417185504
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\RUMA\img_1028.jpg,14108592194885056592
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\RUMA\img_1029.jpg,13970413300553408711
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\BIOMBO\img_1030.jpg,18383413359514820447
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\BIOMBO\img_1031.jpg,10376282020304209287
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\BIOMBO\img_1032.jpg,2277414040878419967
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\BIOMBO\img_1033.jpg,234544838856142735
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\BIOMBO\img_1034.jpg,14829657060307927515
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\BIOMBO\img_1035.jpg,10344644715680483207
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\BIOMBO\img_1036.jpg,10342384068183770063
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_1037.jpg,14981190294916112864
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_1038.jpg,9494647683923824387
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_1039.jpg,17420418009008292289
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_1040.jpg,14107464017539184575
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_1041.jpg,9440499071635883783
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_1041.jpg,9440499071635883783
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_1043.jpg,16421110509795264455
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_1044.jpg,9729753230552010503
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\BIOMBO\img_1045.jpg,10312204141556212039
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_1046.jpg,4884100751994970304
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_1047.jpg,18373996536158979071
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_1048.jpg,5152612693437432711
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\BIOMBO\img_1049.jpg,17287038062786151955
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_1050.jpg,14404699364826071295
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\BIOMBO\img_1051.jpg,10592757156263436062
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_1052.jpg,16703782576552265671
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\BIOMBO\img_1053.jpg,10344492666315687879
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_1054.jpg,10344699907817963887
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\BIOMBO\img_1055.jpg,9729753247500275471
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_1056.jpg,17420453055941427663
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\BIOMBO\img_1057.jpg,14956189412392796609
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_1058.jpg,14397376759135846855
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_1059.jpg,16204198715727069408
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_1060.jpg,16204163393379156192
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_1061.jpg,14408136708765843712
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_1062.jpg,9781682618184668039
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_1063.jpg,16204216307907879136
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_1064.jpg,14403605833678127935
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_1065.jpg,14986734635717820679
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_1066.jpg,12939143004754638719
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_1067.jpg,10344503374669614863
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_1068.jpg,13970557220075783905
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_1069.jpg,14397940942814416839
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_1070.jpg,9765790934675427215
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_1071.jpg,8322437751225845248
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_1072.jpg,10349006965698462471
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_1073.jpg,14395546759470350607
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_1074.jpg,16123942207995740935
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_1075.jpg,14106101900231426252
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_1076.jpg,9485042075465678711
